alcoholPercentage,assortmentText,bottleText,categoryLevel1,categoryLevel2,categoryLevel3,country,customCategoryTitle,ethicalLabel,grapes,isClimateSmartPackaging,isCompletelyOutOfStock,isDiscontinued,isEthical,isKosher,isManufacturingCountry,isOrganic,isSustainableChoice,isTemporaryOutOfStock,originLevel1,originLevel2,packagingLevel1,price,producerName,productId,productNameBold,productNameThin,productNumber,productNumberShort,restrictedParcelQuantity,sugarContent,sugarContentGramPer100ml,supplierName,taste,tasteClockBitter,tasteClockBody,tasteClockCasque,tasteClockFruitacid,tasteClockGroupBitter,tasteClockGroupSmokiness,tasteClockRoughness,tasteClockSmokiness,tasteClockSweetness,tasteClocks,tasteSymbols,vintage,volume,volumeText,full_name
13.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,['Rondinella'],False,False,False,False,False,False,False,False,False,Venetien,Valpolicella,Glasflaska,119.0,Cantina Valpolicella Negrar,20492857,Bevanti,Valpolicella Ripasso,7076901,70769,0,8,0.8,Carovin AB,"Kryddig smak med inslag av fat, mörka körsbär, salvia, plommon, choklad och vanilj.",0,8,4,9,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt']",2021,750,750 ml,Cantina Valpolicella Negrar Bevanti Valpolicella Ripasso 2021
14.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,USA,"Rött vin, Kryddigt & Mustigt",,['Pinot noir'],False,False,False,False,False,False,False,False,False,Kalifornien,North Coast,Glasflaska,299.0,Black Stallion Estate Winery,9186911,Black Stallion,Los Carneros Pinot Noir,223501,2235,0,3,0.3,Ward Wines AB,"Nyanserad, kryddig smak med fatkaraktär, inslag av jordgubbar, nougat, skogshallon, kardemumma, choklad, kaffe, körsbär och vanilj.",0,6,8,9,,,5,0,0,"[{'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockRoughness', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fläsk', 'Fågel', 'Lamm']",2021,750,750 ml,Black Stallion Estate Winery Black Stallion Los Carneros Pinot Noir 2021
14.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,USA,"Rött vin, Fruktigt & Smakrikt",,['Cabernet sauvignon'],False,False,False,False,False,False,False,False,False,Kalifornien,North Coast,Glasflaska,339.0,Black Stallion Estate Winery,975717,Black Stallion,Napa Valley Cabernet Sauvignon,620701,6207,0,2,0.0,Ward Wines AB,"Nyanserad, mycket fruktig smak med tydlig rostad fatkaraktär, inslag av svarta vinbär, plommon, ceder, mörk choklad, fikon, örter, kaffe och vanilj.",0,10,10,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2020,750,750 ml,Black Stallion Estate Winery Black Stallion Napa Valley Cabernet Sauvignon 2020
13.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,"['Molinara', 'Corvina', 'Rondinella']",False,False,False,False,False,False,False,False,False,Venetien,Valpolicella,Glasflaska,139.0,Bolla,30148,Bolla Le Poiane,Ripasso,2232001,22320,0,2,0.0,Domaine Wines Sweden AB,"Nyanserad, kryddig smak med inslag av fat, mörka körsbär, sandelträ, pomerans, pinjenötter och choklad.",0,8,4,10,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt']",2019,750,750 ml,Bolla Bolla Le Poiane Ripasso 2019
15.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,"['Corvinone', 'Rondinella', 'Corvina']",False,False,False,False,False,False,False,False,False,Venetien,Valpolicella,Glasflaska,289.0,Bolla,872511,Bolla Le Poiane,Amarone,7021501,70215,0,3,0.3,Ward Wines AB,"Nyanserad, kryddig smak med inslag av fat, mörka körsbär, kakao, kanel, russin, peppar, bergamott och salvia.",0,10,4,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Nöt', 'Ost', 'Vilt']",2017,750,750 ml,Bolla Bolla Le Poiane Amarone 2017
13.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,['Sangiovese'],False,False,False,False,False,False,True,False,False,Emilia-Romagna,,Glasflaska,119.0,Poderi dal Nespoli,10671804,Bollo,Sangiovese,7412801,74128,0,3,0.3,Lively Wines Sweden AB,"Kryddig smak med inslag av fat, mörka körsbär, kryddnejlika, blåbär, muskot och örter.",0,7,4,9,,,7,0,0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fläsk', 'Grönsaker', 'Lamm']",2020,750,750 ml,Poderi dal Nespoli Bollo Sangiovese 2020
14.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,USA,"Rött vin, Fruktigt & Smakrikt",,['Zinfandel'],False,False,False,False,False,False,True,False,False,Kalifornien,North Coast,Glasflaska,149.0,Bonterra Vineyards,17778,Bonterra,Zinfandel,2262001,22620,0,5,0.5,VCT Sweden AB,"Generöst fruktig smak med fatkaraktär, inslag av mörka körsbär, kryddpeppar, mjölkchoklad, mynta, vanilj och blåbär.",0,9,8,9,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt']",2021,750,750 ml,Bonterra Vineyards Bonterra Zinfandel 2021
14.0,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,USA,"Rött vin, Fruktigt & Smakrikt",,['Cabernet sauvignon'],False,False,False,False,False,False,True,False,False,Kalifornien,North Coast,Glasflaska,199.0,Bonterra Vineyards,27612259,Bonterra Estate Collection,Cabernet Sauvignon,652601,6526,0,2,0.0,VCT Sweden AB,"Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, blåbär, plommon, ceder, choklad, korinter, kaffe, mynta och vanilj.",0,10,8,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2020,750,750 ml,Bonterra Vineyards Bonterra Estate Collection Cabernet Sauvignon 2020
14.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,USA,"Rött vin, Fruktigt & Smakrikt",,"['Syrah', 'Viognier']",False,False,False,False,False,False,False,False,False,Washington State,,Glasflaska,155.0,Charles Smith Wines,671577,Boom Boom!,Syrah,671401,6714,0,5,0.5,Philipson Söderberg AB,"Mycket fruktig smak med fatkaraktär, inslag av björnbär, plommon, lagerblad, hallon, svartpeppar, vanilj och kaffe.",0,9,8,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt']",2019,750,750 ml,Charles Smith Wines Boom Boom! Syrah 2019
14.0,Fast sortiment,Flaska,Vin,Rött vin,Stramt & Nyanserat,Italien,"Rött vin, Stramt & Nyanserat",,['Nebbiolo'],False,False,False,False,False,False,False,False,False,Piemonte,Langhe,Glasflaska,309.0,Giacomo Borgogno & Figli,1154547,Borgogno,No Name,7366101,73661,0,2,0.0,The WineAgency Sweden AB,"Nyanserad, kryddig, utvecklad smak med fatkaraktär, inslag av torkade körsbär, russin, nougat, tranbär, pomerans, tobak och svart te.",0,8,8,10,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt', 'Vilt']",2020,750,750 ml,Giacomo Borgogno & Figli Borgogno No Name 2020
14.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Italien,"Rött vin, Fruktigt & Smakrikt",,['Barbera'],False,False,False,False,False,False,False,False,False,Piemonte,Barbera d'Alba,Glasflaska,199.0,Giacomo Borgogno & Figli,992180,Borgogno,Barbera d'Alba Superiore,7420101,74201,0,2,0.0,The WineAgency Sweden AB,"Fruktig, nyanserad smak med inslag av fat, körsbär, blåbär, bergamott, lakrits och örter.",0,7,4,10,,,7,0,0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Fläsk', 'Fågel', 'Grönsaker', 'Lamm']",2021,750,750 ml,Giacomo Borgogno & Figli Borgogno Barbera d'Alba Superiore 2021
14.5,Fast sortiment,Flaska,Vin,Rött vin,Stramt & Nyanserat,Italien,"Rött vin, Stramt & Nyanserat",,['Nebbiolo'],False,False,False,False,False,False,False,False,False,Piemonte,Barolo,Glasflaska,699.0,Giacomo Borgogno & Figli,2878812,Borgogno Barolo,Riserva,244301,2443,0,2,0.0,The WineAgency Sweden AB,"Komplex, kryddig, utvecklad smak med inslag av fat, torkade körsbär, kanel, nypon,   nougat, svart te, mogna jordgubbar och rosor.",0,8,4,10,,,10,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 10}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Nöt', 'Vilt']",2016,750,750 ml,Giacomo Borgogno & Figli Borgogno Barolo Riserva 2016
12.5,Fast sortiment,Flaska,Vin,Rött vin,Mjukt & Bärigt,Frankrike,"Rött vin, Mjukt & Bärigt",,['Pinot noir'],False,False,False,False,False,False,False,False,False,,,Glasflaska,99.0,Bouchard Aîné et Fils,229748,Bouchard Aîné,Pinot Noir,8253101,82531,0,3,0.3,Giertz Vinimport AB,"Bärig, något kryddig smak med fatkaraktär, inslag av jordgubbar, hallon, färska örter, nougat, viol och vanilj.",0,5,8,10,,,5,0,0,"[{'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockRoughness', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Fläsk', 'Fågel', 'Lamm']",2022,750,750 ml,Bouchard Aîné et Fils Bouchard Aîné Pinot Noir 2022
13.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Frankrike,"Rött vin, Kryddigt & Mustigt",,['Pinot noir'],False,False,False,False,False,False,False,False,False,Bourgogne,Côte Chalonnaise,Glasflaska,299.0,Bouchard Aîné et Fils,38495194,Bouchard Aîné et Fils,Givry,546501,5465,0,2,0.0,Giertz Vinimport AB,"Nyanserad, kryddig smak med fatkaraktär, inslag av skogshallon, mörka körsbär, blodapelsin, vanilj, tranbär, färska örter och sandelträ. 
",0,6,8,10,,,6,0,0,"[{'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockRoughness', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Fläsk', 'Fågel', 'Grönsaker']",2022,750,750 ml,Bouchard Aîné et Fils Bouchard Aîné et Fils Givry 2022
12.5,Fast sortiment,Flaska,Vin,Rött vin,Mjukt & Bärigt,Frankrike,"Rött vin, Mjukt & Bärigt",,['Pinot noir'],False,False,False,False,False,False,False,False,False,Bourgogne,,Glasflaska,199.0,Albert Bichot,631019,Bourgogne,Vieilles Vignes de Pinot Noir Albert Bichot,547001,5470,0,2,0.0,Nigab,"Bärig smak med inslag av fat, hallon, körsbär, lingon och färska örter.",0,4,4,10,,,4,0,0,"[{'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockRoughness', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Fisk', 'Fläsk', 'Fågel', 'Grönsaker']",2021,750,750 ml,Albert Bichot Bourgogne Vieilles Vignes de Pinot Noir Albert Bichot 2021
13.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,USA,"Rött vin, Kryddigt & Mustigt",,['Pinot noir'],False,False,False,False,False,False,False,False,False,Kalifornien,,Glasflaska,169.0,Bread & Butter Wines,24504503,Bread & Butter,Pinot Noir,7667101,76671,0,6,0.6,Sophronie Wines AB,"Kryddig, nyanserad smak med fatkaraktär, inslag av jordgubbar, kryddnejlika, smultron, mjölkchoklad, pomerans och vanilj.",0,5,8,9,,,4,0,0,"[{'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockRoughness', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Buffémat', 'Fisk', 'Fågel', 'Grönsaker']",2021,750,750 ml,Bread & Butter Wines Bread & Butter Pinot Noir 2021
15.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,[],False,False,False,False,False,False,False,False,False,Venetien,Veronese,Glasflaska,291.0,Brunelli,2644861,Brunelli,Campo del Maestro,7404501,74045,0,7,0.7,Wine Group Sweden AB,"Nyanserad, kryddig, något utvecklad smak med fatkaraktär, inslag av mörka körsbär, romrussin, nougat, kanel, kryddnejlika och vanilj. ",0,9,8,9,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Ost']",2021,750,750 ml,Brunelli Brunelli Campo del Maestro 2021
14.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,['Sangiovese grosso'],False,False,False,False,False,False,True,False,False,Toscana,Brunello di Montalcino,Glasflaska,661.0,Az. Ag. Le Chiuse,26149576,Brunello di Montalcino,Le Chiuse,5700901,57009,0,2,0.0,Vinoliv Import AB,"Komplex, utvecklad, kryddig smak med fatkaraktär, inslag av torkade körsbär, tobak, jordgubbar, ceder, rökelse, pomerans, kakao och vanilj.",0,9,8,9,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2018,750,750 ml,Az. Ag. Le Chiuse Brunello di Montalcino Le Chiuse 2018
14.0,Fast sortiment,Flaska,Vin,Rött vin,Stramt & Nyanserat,Italien,"Rött vin, Stramt & Nyanserat",,['Brunello'],False,False,False,False,False,False,False,False,False,Toscana,Brunello di Montalcino,Glasflaska,279.0,Angelini Wines & Estates,26473,Brunello di Montalcino,Val di Suga,4230201,42302,0,2,0.0,Oenoforos AB,"Nyanserad, utvecklad, kryddig smak med fatkaraktär, inslag av körsbär, tobak, torkade jordgubbar, kanel, ceder, pomerans, kakao och nougat.",0,9,8,10,,,10,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 10}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt', 'Vilt']",2018,750,750 ml,Angelini Wines & Estates Brunello di Montalcino Val di Suga 2018
14.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,['Brunello'],False,False,False,False,False,False,True,False,False,Toscana,Brunello di Montalcino,Glasflaska,309.0,Col d'Orcia,11070,Brunello di Montalcino,Col d'Orcia,1235701,12357,0,2,0.0,Carovin AB,"Nyanserad, kryddig smak med fatkaraktär, inslag av körsbär, kakao, salvia, korinter, peppar, nötter, kanel och pomerans.",0,9,8,10,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt', 'Vilt']",2018,750,750 ml,Col d'Orcia Brunello di Montalcino Col d'Orcia 2018
14.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,['Sangiovese'],False,False,False,False,False,False,False,False,False,Toscana,Brunello di Montalcino,Glasflaska,289.0,Geografico,24552480,Brunello di Montalcino,Geografico,8041301,80413,0,2,0.0,Vinunic AB,"Utvecklad, kryddig, nyanserad smak med fatkaraktär, inslag av torkade körsbär, kanel, kakao, jordgubbar, nougat och pomerans.",0,8,8,10,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt', 'Vilt']",2018,750,750 ml,Geografico Brunello di Montalcino Geografico 2018
14.5,Fast sortiment,Flaska,Vin,Rött vin,Stramt & Nyanserat,Italien,"Rött vin, Stramt & Nyanserat",,['Brunello'],False,False,False,False,False,False,False,False,False,Toscana,Brunello di Montalcino,Glasflaska,289.0,Fattoi Ofelio & Figli Soc. Sempl. - Soc. Agr.,777770,Brunello di Montalcino,Fattoi,309701,3097,0,2,0.0,Concealed Wines AB,"Kryddig, balanserad, något utvecklad smak med fatkaraktär, inslag av körsbär, kanel, skogshallon, pomerans, kakao, lagerblad och pinjenötter.",0,10,8,10,,,10,0,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 10}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt', 'Vilt']",2017,750,750 ml,Fattoi Ofelio & Figli Soc. Sempl. - Soc. Agr. Brunello di Montalcino Fattoi 2017
15.0,Fast sortiment,Flaska,Vin,Rött vin,Stramt & Nyanserat,Italien,"Rött vin, Stramt & Nyanserat",,['Brunello'],False,False,False,False,False,False,False,False,False,Toscana,Brunello di Montalcino,Glasflaska,399.0,Folonari,857333,Brunello di Montalcino,La Fuga,1233001,12330,0,2,0.0,Terrific Wines AB,"Komplex, kryddig, utvecklad smak med fatkaraktär, inslag av torkade körsbär, pomerans, sandelträ, salvia, choklad, nötter och kanel.",0,9,8,10,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt', 'Vilt']",2018,750,750 ml,Folonari Brunello di Montalcino La Fuga 2018
14.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,USA,"Rött vin, Kryddigt & Mustigt",,['Pinot noir'],False,False,False,False,False,False,False,False,False,Kalifornien,North Coast,Glasflaska,269.0,Buena Vista Winery,807231,Buena Vista,Carneros Pinot Noir,638001,6380,0,2,0.0,Giertz Vinimport AB,"Nyanserad, kryddig smak med rostad fatkaraktär, inslag av mogna jordgubbar, nougat, körsbär, choklad, kaffe, sandelträ och vanilj.",0,6,10,9,,,5,0,0,"[{'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockRoughness', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fläsk', 'Lamm']",2020,750,750 ml,Buena Vista Winery Buena Vista Carneros Pinot Noir 2020
14.0,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,USA,"Rött vin, Fruktigt & Smakrikt",,['Zinfandel'],False,False,False,False,False,False,False,False,False,Kalifornien,,Glasflaska,119.0,House of Big Wines,11418593,Buffalo Barrel,California Zinfandel,7757301,77573,0,16,1.6,The Wine Team Global AB,"Mycket fruktig smak med fatkaraktär och liten sötma, inslag av mogna jordgubbar, mjölkchoklad, mynta, blåbär och vanilj.",0,8,8,8,,,5,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 8}]","['Lamm', 'Nöt', 'Sällskapsdryck']",2021,750,750 ml,House of Big Wines Buffalo Barrel California Zinfandel 2021
13.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,USA,"Rött vin, Kryddigt & Mustigt",,['Pinot noir'],False,False,False,False,False,False,False,False,False,Kalifornien,,Glasflaska,168.0,Miller Family Wine Company,27612256,Butternut Pinot Noir,Miller Family Wine Company,650501,6505,0,2,0.0,Valbon AB,"Nyanserad, kryddig smak med inslag av fat, körsbär, hallon, nougat, vanilj, mynta, blodapelsin och ingefära.

",0,6,4,9,,,5,0,0,"[{'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockRoughness', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fläsk', 'Fågel', 'Grönsaker']",2022,750,750 ml,Miller Family Wine Company Butternut Pinot Noir Miller Family Wine Company 2022
